Example,Page,Class,Function,Source File
">>> [parse.tree() for parse in dep_parser.raw_parse(""The quick brown fox jumps over the lazy dog."")] 
[Tree('jumps', [Tree('fox', ['The', 'quick', 'brown']), Tree('dog', ['over', 'the', 'lazy'])])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,tree,nltk\nltk\parse\dependencygraph.py
">>> [parse.tree() for parse in dep_parser.raw_parse(""The quick brown fox jumps over the lazy dog."")] 
[Tree('jumps', [Tree('fox', ['The', 'quick', 'brown']), Tree('dog', ['over', 'the', 'lazy'])])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericStanfordParser,raw_parse,nltk\nltk\parse\stanford.py
">>> [list(parse.triples()) for parse in dep_parser.raw_parse(""The quick brown fox jumps over the lazy dog."")] 
[[((u'jumps', u'VBZ'), u'nsubj', (u'fox', u'NN')), ((u'fox', u'NN'), u'det', (u'The', u'DT')),
((u'fox', u'NN'), u'amod', (u'quick', u'JJ')), ((u'fox', u'NN'), u'amod', (u'brown', u'JJ')),
((u'jumps', u'VBZ'), u'nmod', (u'dog', u'NN')), ((u'dog', u'NN'), u'case', (u'over', u'IN')),
((u'dog', u'NN'), u'det', (u'the', u'DT')), ((u'dog', u'NN'), u'amod', (u'lazy', u'JJ'))]]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,triples,nltk\nltk\parse\dependencygraph.py
">>> [list(parse.triples()) for parse in dep_parser.raw_parse(""The quick brown fox jumps over the lazy dog."")] 
[[((u'jumps', u'VBZ'), u'nsubj', (u'fox', u'NN')), ((u'fox', u'NN'), u'det', (u'The', u'DT')),
((u'fox', u'NN'), u'amod', (u'quick', u'JJ')), ((u'fox', u'NN'), u'amod', (u'brown', u'JJ')),
((u'jumps', u'VBZ'), u'nmod', (u'dog', u'NN')), ((u'dog', u'NN'), u'case', (u'over', u'IN')),
((u'dog', u'NN'), u'det', (u'the', u'DT')), ((u'dog', u'NN'), u'amod', (u'lazy', u'JJ'))]]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericStanfordParser,raw_parse,nltk\nltk\parse\stanford.py
">>> sum([[parse.tree() for parse in dep_graphs] for dep_graphs in dep_parser.raw_parse_sents((
...     ""The quick brown fox jumps over the lazy dog."",
...     ""The quick grey wolf jumps over the lazy fox.""
... ))], []) 
[Tree('jumps', [Tree('fox', ['The', 'quick', 'brown']), Tree('dog', ['over', 'the', 'lazy'])]),
Tree('jumps', [Tree('wolf', ['The', 'quick', 'grey']), Tree('fox', ['over', 'the', 'lazy'])])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,tree,nltk\nltk\parse\dependencygraph.py
">>> sum([[parse.tree() for parse in dep_graphs] for dep_graphs in dep_parser.raw_parse_sents((
...     ""The quick brown fox jumps over the lazy dog."",
...     ""The quick grey wolf jumps over the lazy fox.""
... ))], []) 
[Tree('jumps', [Tree('fox', ['The', 'quick', 'brown']), Tree('dog', ['over', 'the', 'lazy'])]),
Tree('jumps', [Tree('wolf', ['The', 'quick', 'grey']), Tree('fox', ['over', 'the', 'lazy'])])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericStanfordParser,raw_parse,nltk\nltk\parse\stanford.py
">>> sum([[parse.tree() for parse in dep_graphs] for dep_graphs in dep_parser.parse_sents((
...     ""I 'm a dog"".split(),
...     ""This is my friends ' cat ( the tabby )"".split(),
... ))], []) 
[Tree('dog', ['I', ""'m"", 'a']), Tree('cat', ['This', 'is', Tree('friends', ['my', ""'""]), Tree('tabby', ['the'])])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,tree,nltk\nltk\parse\dependencygraph.py
">>> sum([[parse.tree() for parse in dep_graphs] for dep_graphs in dep_parser.parse_sents((
...     ""I 'm a dog"".split(),
...     ""This is my friends ' cat ( the tabby )"".split(),
... ))], []) 
[Tree('dog', ['I', ""'m"", 'a']), Tree('cat', ['This', 'is', Tree('friends', ['my', ""'""]), Tree('tabby', ['the'])])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericStanfordParser,parse_sents,nltk\nltk\parse\stanford.py
">>> sum([[list(parse.triples()) for parse in dep_graphs] for dep_graphs in dep_parser.tagged_parse_sents((
...     (
...         (""The"", ""DT""),
...         (""quick"", ""JJ""),
...         (""brown"", ""JJ""),
...         (""fox"", ""NN""),
...         (""jumped"", ""VBD""),
...         (""over"", ""IN""),
...         (""the"", ""DT""),
...         (""lazy"", ""JJ""),
...         (""dog"", ""NN""),
...         (""."", "".""),
...     ),
... ))],[]) 
[[((u'jumped', u'VBD'), u'nsubj', (u'fox', u'NN')), ((u'fox', u'NN'), u'det', (u'The', u'DT')),
((u'fox', u'NN'), u'amod', (u'quick', u'JJ')), ((u'fox', u'NN'), u'amod', (u'brown', u'JJ')),
((u'jumped', u'VBD'), u'nmod', (u'dog', u'NN')), ((u'dog', u'NN'), u'case', (u'over', u'IN')),
((u'dog', u'NN'), u'det', (u'the', u'DT')), ((u'dog', u'NN'), u'amod', (u'lazy', u'JJ'))]]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,triples,nltk\nltk\parse\dependencygraph.py
">>> sum([[list(parse.triples()) for parse in dep_graphs] for dep_graphs in dep_parser.tagged_parse_sents((
...     (
...         (""The"", ""DT""),
...         (""quick"", ""JJ""),
...         (""brown"", ""JJ""),
...         (""fox"", ""NN""),
...         (""jumped"", ""VBD""),
...         (""over"", ""IN""),
...         (""the"", ""DT""),
...         (""lazy"", ""JJ""),
...         (""dog"", ""NN""),
...         (""."", "".""),
...     ),
... ))],[]) 
[[((u'jumped', u'VBD'), u'nsubj', (u'fox', u'NN')), ((u'fox', u'NN'), u'det', (u'The', u'DT')),
((u'fox', u'NN'), u'amod', (u'quick', u'JJ')), ((u'fox', u'NN'), u'amod', (u'brown', u'JJ')),
((u'jumped', u'VBD'), u'nmod', (u'dog', u'NN')), ((u'dog', u'NN'), u'case', (u'over', u'IN')),
((u'dog', u'NN'), u'det', (u'the', u'DT')), ((u'dog', u'NN'), u'amod', (u'lazy', u'JJ'))]]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericStanfordParser,tagged_parse_sents,nltk\nltk\parse\stanford.py
">>> from nltk.parse.stanford import StanfordNeuralDependencyParser
>>> dep_parser=StanfordNeuralDependencyParser(java_options='-mx4g')
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,StanfordNeuralDependencyParser,__init__,nltk\nltk\parse\stanford.py
">>> [parse.tree() for parse in dep_parser.raw_parse(""The quick brown fox jumps over the lazy dog."")] 
[Tree('jumps', [Tree('fox', ['The', 'quick', 'brown']), Tree('dog', ['over', 'the', 'lazy']), '.'])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,tree,nltk\nltk\parse\dependencygraph.py
">>> [parse.tree() for parse in dep_parser.raw_parse(""The quick brown fox jumps over the lazy dog."")] 
[Tree('jumps', [Tree('fox', ['The', 'quick', 'brown']), Tree('dog', ['over', 'the', 'lazy']), '.'])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericStanfordParser,raw_parse,nltk\nltk\parse\stanford.py
">>> [list(parse.triples()) for parse in dep_parser.raw_parse(""The quick brown fox jumps over the lazy dog."")] 
[[((u'jumps', u'VBZ'), u'nsubj', (u'fox', u'NN')), ((u'fox', u'NN'), u'det',
(u'The', u'DT')), ((u'fox', u'NN'), u'amod', (u'quick', u'JJ')), ((u'fox', u'NN'),
u'amod', (u'brown', u'JJ')), ((u'jumps', u'VBZ'), u'nmod', (u'dog', u'NN')),
((u'dog', u'NN'), u'case', (u'over', u'IN')), ((u'dog', u'NN'), u'det',
(u'the', u'DT')), ((u'dog', u'NN'), u'amod', (u'lazy', u'JJ')), ((u'jumps', u'VBZ'),
u'punct', (u'.', u'.'))]]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,triples,nltk\nltk\parse\dependencygraph.py
">>> [list(parse.triples()) for parse in dep_parser.raw_parse(""The quick brown fox jumps over the lazy dog."")] 
[[((u'jumps', u'VBZ'), u'nsubj', (u'fox', u'NN')), ((u'fox', u'NN'), u'det',
(u'The', u'DT')), ((u'fox', u'NN'), u'amod', (u'quick', u'JJ')), ((u'fox', u'NN'),
u'amod', (u'brown', u'JJ')), ((u'jumps', u'VBZ'), u'nmod', (u'dog', u'NN')),
((u'dog', u'NN'), u'case', (u'over', u'IN')), ((u'dog', u'NN'), u'det',
(u'the', u'DT')), ((u'dog', u'NN'), u'amod', (u'lazy', u'JJ')), ((u'jumps', u'VBZ'),
u'punct', (u'.', u'.'))]]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericStanfordParser,raw_parse,nltk\nltk\parse\stanford.py
">>> sum([[parse.tree() for parse in dep_graphs] for dep_graphs in dep_parser.raw_parse_sents((
...     ""The quick brown fox jumps over the lazy dog."",
...     ""The quick grey wolf jumps over the lazy fox.""
... ))], []) 
[Tree('jumps', [Tree('fox', ['The', 'quick', 'brown']), Tree('dog', ['over',
'the', 'lazy']), '.']), Tree('jumps', [Tree('wolf', ['The', 'quick', 'grey']),
Tree('fox', ['over', 'the', 'lazy']), '.'])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,tree,nltk\nltk\parse\dependencygraph.py
">>> sum([[parse.tree() for parse in dep_graphs] for dep_graphs in dep_parser.raw_parse_sents((
...     ""The quick brown fox jumps over the lazy dog."",
...     ""The quick grey wolf jumps over the lazy fox.""
... ))], []) 
[Tree('jumps', [Tree('fox', ['The', 'quick', 'brown']), Tree('dog', ['over',
'the', 'lazy']), '.']), Tree('jumps', [Tree('wolf', ['The', 'quick', 'grey']),
Tree('fox', ['over', 'the', 'lazy']), '.'])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericStanfordParser,raw_parse_sents,nltk\nltk\parse\stanford.py
">>> sum([[parse.tree() for parse in dep_graphs] for dep_graphs in dep_parser.parse_sents((
...     ""I 'm a dog"".split(),
...     ""This is my friends ' cat ( the tabby )"".split(),
... ))], []) 
[Tree('dog', ['I', ""'m"", 'a']), Tree('cat', ['This', 'is', Tree('friends',
['my', ""'""]), Tree('tabby', ['-LRB-', 'the', '-RRB-'])])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,tree,nltk\nltk\parse\dependencygraph.py
">>> sum([[parse.tree() for parse in dep_graphs] for dep_graphs in dep_parser.parse_sents((
...     ""I 'm a dog"".split(),
...     ""This is my friends ' cat ( the tabby )"".split(),
... ))], []) 
[Tree('dog', ['I', ""'m"", 'a']), Tree('cat', ['This', 'is', Tree('friends',
['my', ""'""]), Tree('tabby', ['-LRB-', 'the', '-RRB-'])])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericStanfordParser,raw_parse_sents,nltk\nltk\parse\stanford.py
">>> parser=StanfordParser(
...     model_path=""edu/stanford/nlp/models/lexparser/englishPCFG.ser.gz""
... )
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,StanfordParser,__init__,nltk\nltk\parse\stanford.py
">>> list(parser.raw_parse(""the quick brown fox jumps over the lazy dog"")) 
[Tree('ROOT', [Tree('NP', [Tree('NP', [Tree('DT', ['the']), Tree('JJ', ['quick']), Tree('JJ', ['brown']),
Tree('NN', ['fox'])]), Tree('NP', [Tree('NP', [Tree('NNS', ['jumps'])]), Tree('PP', [Tree('IN', ['over']),
Tree('NP', [Tree('DT', ['the']), Tree('JJ', ['lazy']), Tree('NN', ['dog'])])])])])])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericStanfordParser,raw_parse,nltk\nltk\parse\stanford.py
">>> sum([list(dep_graphs) for dep_graphs in parser.raw_parse_sents((
...     ""the quick brown fox jumps over the lazy dog"",
...     ""the quick grey wolf jumps over the lazy fox""
... ))], []) 
[Tree('ROOT', [Tree('NP', [Tree('NP', [Tree('DT', ['the']), Tree('JJ', ['quick']), Tree('JJ', ['brown']),
Tree('NN', ['fox'])]), Tree('NP', [Tree('NP', [Tree('NNS', ['jumps'])]), Tree('PP', [Tree('IN', ['over']),
Tree('NP', [Tree('DT', ['the']), Tree('JJ', ['lazy']), Tree('NN', ['dog'])])])])])]), Tree('ROOT', [Tree('NP',
[Tree('NP', [Tree('DT', ['the']), Tree('JJ', ['quick']), Tree('JJ', ['grey']), Tree('NN', ['wolf'])]), Tree('NP',
[Tree('NP', [Tree('NNS', ['jumps'])]), Tree('PP', [Tree('IN', ['over']), Tree('NP', [Tree('DT', ['the']),
Tree('JJ', ['lazy']), Tree('NN', ['fox'])])])])])])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericStanfordParser,raw_parse_sents,nltk\nltk\parse\stanford.py
">>> sum([list(dep_graphs) for dep_graphs in parser.parse_sents((
...     ""I 'm a dog"".split(),
...     ""This is my friends ' cat ( the tabby )"".split(),
... ))], []) 
[Tree('ROOT', [Tree('S', [Tree('NP', [Tree('PRP', ['I'])]), Tree('VP', [Tree('VBP', [""'m""]),
Tree('NP', [Tree('DT', ['a']), Tree('NN', ['dog'])])])])]), Tree('ROOT', [Tree('S', [Tree('NP',
[Tree('DT', ['This'])]), Tree('VP', [Tree('VBZ', ['is']), Tree('NP', [Tree('NP', [Tree('NP', [Tree('PRP$', ['my']),
Tree('NNS', ['friends']), Tree('POS', [""'""])]), Tree('NN', ['cat'])]), Tree('PRN', [Tree('-LRB-', [Tree('', []),
Tree('NP', [Tree('DT', ['the']), Tree('NN', ['tabby'])]), Tree('-RRB-', [])])])])])])])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericStanfordParser,parse_sents,nltk\nltk\parse\stanford.py
">>> sum([list(dep_graphs) for dep_graphs in parser.tagged_parse_sents((
...     (
...         (""The"", ""DT""),
...         (""quick"", ""JJ""),
...         (""brown"", ""JJ""),
...         (""fox"", ""NN""),
...         (""jumped"", ""VBD""),
...         (""over"", ""IN""),
...         (""the"", ""DT""),
...         (""lazy"", ""JJ""),
...         (""dog"", ""NN""),
...         (""."", "".""),
...     ),
... ))],[]) 
[Tree('ROOT', [Tree('S', [Tree('NP', [Tree('DT', ['The']), Tree('JJ', ['quick']), Tree('JJ', ['brown']),
Tree('NN', ['fox'])]), Tree('VP', [Tree('VBD', ['jumped']), Tree('PP', [Tree('IN', ['over']), Tree('NP',
[Tree('DT', ['the']), Tree('JJ', ['lazy']), Tree('NN', ['dog'])])])]), Tree('.', ['.'])])])]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,GenericStanfordParser,tagged_parse_sents,nltk\nltk\parse\stanford.py
">>> from nltk.parse import DependencyGraph, DependencyEvaluator
>>> from nltk.parse.transitionparser import TransitionParser, Configuration, Transition
>>> gold_sent = DependencyGraph(""""""
... Economic  JJ     2      ATT
... news  NN     3       SBJ
... has       VBD       0       ROOT
... little      JJ      5       ATT
... effect   NN     3       OBJ
... on     IN      5       ATT
... financial       JJ       8       ATT
... markets    NNS      6       PC
... .    .      3       PU
... """""")
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyGraph,__init__,nltk\nltk\parse\dependencygraph.py
">>> conf = Configuration(gold_sent)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Configuration,__init__,nltk\nltk\parse\transitionparser.py
">>> print(', '.join(conf.extract_features()))
STK_0_POS_TOP, BUF_0_FORM_Economic, BUF_0_LEMMA_Economic, BUF_0_POS_JJ, BUF_1_FORM_news, BUF_1_POS_NN, BUF_2_POS_VBD, BUF_3_POS_JJ
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Configuration,extract_features,nltk\nltk\parse\transitionparser.py
">>> operation = Transition('arc-standard')
>>> operation.shift(conf)
>>> operation.left_arc(conf, ""ATT"")
>>> operation.shift(conf)
>>> operation.left_arc(conf,""SBJ"")
>>> operation.shift(conf)
>>> operation.shift(conf)
>>> operation.left_arc(conf, ""ATT"")
>>> operation.shift(conf)
>>> operation.shift(conf)
>>> operation.shift(conf)
>>> operation.left_arc(conf, ""ATT"")
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Transition,__init__,nltk\nltk\parse\transitionparser.py
">>> operation = Transition('arc-standard')
>>> operation.shift(conf)
>>> operation.left_arc(conf, ""ATT"")
>>> operation.shift(conf)
>>> operation.left_arc(conf,""SBJ"")
>>> operation.shift(conf)
>>> operation.shift(conf)
>>> operation.left_arc(conf, ""ATT"")
>>> operation.shift(conf)
>>> operation.shift(conf)
>>> operation.shift(conf)
>>> operation.left_arc(conf, ""ATT"")
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Transition,shift,nltk\nltk\parse\transitionparser.py
">>> operation = Transition('arc-standard')
>>> operation.shift(conf)
>>> operation.left_arc(conf, ""ATT"")
>>> operation.shift(conf)
>>> operation.left_arc(conf,""SBJ"")
>>> operation.shift(conf)
>>> operation.shift(conf)
>>> operation.left_arc(conf, ""ATT"")
>>> operation.shift(conf)
>>> operation.shift(conf)
>>> operation.shift(conf)
>>> operation.left_arc(conf, ""ATT"")
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Transition,left_arc,nltk\nltk\parse\transitionparser.py
">>> print(', '.join(conf.extract_features()))
STK_0_FORM_on, STK_0_LEMMA_on, STK_0_POS_IN, STK_1_POS_NN, BUF_0_FORM_markets, BUF_0_LEMMA_markets, BUF_0_POS_NNS, BUF_1_FORM_., BUF_1_POS_., BUF_0_LDEP_ATT
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Configuration,extract_features,nltk\nltk\parse\transitionparser.py
">>> operation.right_arc(conf, ""PC"")
>>> operation.right_arc(conf, ""ATT"")
>>> operation.right_arc(conf, ""OBJ"")
>>> operation.shift(conf)
>>> operation.right_arc(conf, ""PU"")
>>> operation.right_arc(conf, ""ROOT"")
>>> operation.shift(conf)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Transition,right_arc,nltk\nltk\parse\transitionparser.py
">>> operation.right_arc(conf, ""PC"")
>>> operation.right_arc(conf, ""ATT"")
>>> operation.right_arc(conf, ""OBJ"")
>>> operation.shift(conf)
>>> operation.right_arc(conf, ""PU"")
>>> operation.right_arc(conf, ""ROOT"")
>>> operation.shift(conf)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Transition,shift,nltk\nltk\parse\transitionparser.py
">>> conf = Configuration(gold_sent)
>>> operation = Transition('arc-eager')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'SBJ')
>>> operation.right_arc(conf,'ROOT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.right_arc(conf,'OBJ')
>>> operation.right_arc(conf,'ATT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.right_arc(conf,'PC')
>>> operation.reduce(conf)
>>> operation.reduce(conf)
>>> operation.reduce(conf)
>>> operation.right_arc(conf,'PU')
>>> print(conf)
Stack : [0, 3, 9]  Buffer : []   Arcs : [(2, 'ATT', 1), (3, 'SBJ', 2), (0, 'ROOT', 3), (5, 'ATT', 4), (3, 'OBJ', 5), (5, 'ATT', 6), (8, 'ATT', 7), (6, 'PC', 8), (3, 'PU', 9)]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Configuration,__init__,nltk\nltk\parse\transitionparser.py
">>> conf = Configuration(gold_sent)
>>> operation = Transition('arc-eager')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'SBJ')
>>> operation.right_arc(conf,'ROOT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.right_arc(conf,'OBJ')
>>> operation.right_arc(conf,'ATT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.right_arc(conf,'PC')
>>> operation.reduce(conf)
>>> operation.reduce(conf)
>>> operation.reduce(conf)
>>> operation.right_arc(conf,'PU')
>>> print(conf)
Stack : [0, 3, 9]  Buffer : []   Arcs : [(2, 'ATT', 1), (3, 'SBJ', 2), (0, 'ROOT', 3), (5, 'ATT', 4), (3, 'OBJ', 5), (5, 'ATT', 6), (8, 'ATT', 7), (6, 'PC', 8), (3, 'PU', 9)]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Transition,__init__,nltk\nltk\parse\transitionparser.py
">>> conf = Configuration(gold_sent)
>>> operation = Transition('arc-eager')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'SBJ')
>>> operation.right_arc(conf,'ROOT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.right_arc(conf,'OBJ')
>>> operation.right_arc(conf,'ATT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.right_arc(conf,'PC')
>>> operation.reduce(conf)
>>> operation.reduce(conf)
>>> operation.reduce(conf)
>>> operation.right_arc(conf,'PU')
>>> print(conf)
Stack : [0, 3, 9]  Buffer : []   Arcs : [(2, 'ATT', 1), (3, 'SBJ', 2), (0, 'ROOT', 3), (5, 'ATT', 4), (3, 'OBJ', 5), (5, 'ATT', 6), (8, 'ATT', 7), (6, 'PC', 8), (3, 'PU', 9)]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Transition,shift,nltk\nltk\parse\transitionparser.py
">>> conf = Configuration(gold_sent)
>>> operation = Transition('arc-eager')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'SBJ')
>>> operation.right_arc(conf,'ROOT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.right_arc(conf,'OBJ')
>>> operation.right_arc(conf,'ATT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.right_arc(conf,'PC')
>>> operation.reduce(conf)
>>> operation.reduce(conf)
>>> operation.reduce(conf)
>>> operation.right_arc(conf,'PU')
>>> print(conf)
Stack : [0, 3, 9]  Buffer : []   Arcs : [(2, 'ATT', 1), (3, 'SBJ', 2), (0, 'ROOT', 3), (5, 'ATT', 4), (3, 'OBJ', 5), (5, 'ATT', 6), (8, 'ATT', 7), (6, 'PC', 8), (3, 'PU', 9)]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Transition,left_arc,nltk\nltk\parse\transitionparser.py
">>> conf = Configuration(gold_sent)
>>> operation = Transition('arc-eager')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'SBJ')
>>> operation.right_arc(conf,'ROOT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.right_arc(conf,'OBJ')
>>> operation.right_arc(conf,'ATT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.right_arc(conf,'PC')
>>> operation.reduce(conf)
>>> operation.reduce(conf)
>>> operation.reduce(conf)
>>> operation.right_arc(conf,'PU')
>>> print(conf)
Stack : [0, 3, 9]  Buffer : []   Arcs : [(2, 'ATT', 1), (3, 'SBJ', 2), (0, 'ROOT', 3), (5, 'ATT', 4), (3, 'OBJ', 5), (5, 'ATT', 6), (8, 'ATT', 7), (6, 'PC', 8), (3, 'PU', 9)]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Transition,right_arc,nltk\nltk\parse\transitionparser.py
">>> conf = Configuration(gold_sent)
>>> operation = Transition('arc-eager')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'SBJ')
>>> operation.right_arc(conf,'ROOT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.right_arc(conf,'OBJ')
>>> operation.right_arc(conf,'ATT')
>>> operation.shift(conf)
>>> operation.left_arc(conf,'ATT')
>>> operation.right_arc(conf,'PC')
>>> operation.reduce(conf)
>>> operation.reduce(conf)
>>> operation.reduce(conf)
>>> operation.right_arc(conf,'PU')
>>> print(conf)
Stack : [0, 3, 9]  Buffer : []   Arcs : [(2, 'ATT', 1), (3, 'SBJ', 2), (0, 'ROOT', 3), (5, 'ATT', 4), (3, 'OBJ', 5), (5, 'ATT', 6), (8, 'ATT', 7), (6, 'PC', 8), (3, 'PU', 9)]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,Transition,reduce,nltk\nltk\parse\transitionparser.py
">>> parser_std = TransitionParser('arc-standard')
>>> print(', '.join(parser_std._create_training_examples_arc_std([gold_sent], input_file)))
 Number of training examples : 1
 Number of valid (projective) examples : 1
SHIFT, LEFTARC:ATT, SHIFT, LEFTARC:SBJ, SHIFT, SHIFT, LEFTARC:ATT, SHIFT, SHIFT, SHIFT, LEFTARC:ATT, RIGHTARC:PC, RIGHTARC:ATT, RIGHTARC:OBJ, SHIFT, RIGHTARC:PU, RIGHTARC:ROOT, SHIFT
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,TransitionParser,__init__,nltk\nltk\parse\transitionparser.py
">>> parser_std.train([gold_sent],'temp.arcstd.model', verbose=False)
 Number of training examples : 1
 Number of valid (projective) examples : 1
>>> remove(input_file.name)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,TransitionParser,train,nltk\nltk\parse\transitionparser.py
">>> input_file = tempfile.NamedTemporaryFile(prefix='transition_parse.train', dir=tempfile.gettempdir(),delete=False)
>>> parser_eager = TransitionParser('arc-eager')
>>> print(', '.join(parser_eager._create_training_examples_arc_eager([gold_sent], input_file)))
 Number of training examples : 1
 Number of valid (projective) examples : 1
SHIFT, LEFTARC:ATT, SHIFT, LEFTARC:SBJ, RIGHTARC:ROOT, SHIFT, LEFTARC:ATT, RIGHTARC:OBJ, RIGHTARC:ATT, SHIFT, LEFTARC:ATT, RIGHTARC:PC, REDUCE, REDUCE, REDUCE, RIGHTARC:PU
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,TransitionParser,__init__,nltk\nltk\parse\transitionparser.py
">>> parser_eager.train([gold_sent],'temp.arceager.model', verbose=False)
 Number of training examples : 1
 Number of valid (projective) examples : 1
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,TransitionParser,train,nltk\nltk\parse\transitionparser.py
">>> remove(input_file.name)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,N/A,N/A
">>> result = parser_std.parse([gold_sent], 'temp.arcstd.model')
>>> de = DependencyEvaluator(result, [gold_sent])
>>> de.eval() >= (0, 0)
True",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,TransitionParser,parse,nltk\nltk\parse\transitionparser.py
