Code,Signature,Linked,Source File,Page
"class nltk.downloader.DownloaderGUI(dataserver, use_threads=True)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
about(*e),about(*e),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
destroy(*e),destroy(*e),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
help(*e),help(*e),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"mainloop(*args, **kwargs)","mainloop(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.downloader.DownloaderShell(dataserver),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
run(),run(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.downloader.ErrorMessage(package, message)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.downloader.FinishCollectionMessage(collection),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.downloader.FinishDownloadMessage(package),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.downloader.FinishPackageMessage(package),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.downloader.FinishUnzipMessage(package),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.downloader.Package(id, url, name=None, subdir='', size=None, unzipped_size=None, checksum=None, svn_revision=None, copyright='Unknown', contact='Unknown', license='Unknown', author='Unknown', unzip=True, **kw)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
static fromxml(xml),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.downloader.ProgressMessage(progress),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.downloader.SelectDownloadDirMessage(download_dir),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.downloader.StaleMessage(package),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.downloader.StartCollectionMessage(collection),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.downloader.StartDownloadMessage(package),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.downloader.StartPackageMessage(package),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.downloader.StartUnzipMessage(package),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.downloader.UpToDateMessage(package),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"nltk.downloader.build_index(root, base_url)","nltk.downloader.build_index(root, base_url)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"nltk.downloader.download(info_or_id=None, download_dir=None, quiet=False, force=False, prefix='[nltk_data] ', halt_on_error=True, raise_on_error=False, print_error_to=<_io.TextIOWrapper name='' mode='w' encoding='utf-8'>)","nltk.downloader.download(info_or_id=None, download_dir=None, quiet=False, force=False, prefix='[nltk_data] ', halt_on_error=True, raise_on_error=False, print_error_to=<_io.TextIOWrapper name='' mode='w' encoding='utf-8'>)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
nltk.downloader.download_gui(),nltk.downloader.download_gui(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
nltk.downloader.download_shell(),nltk.downloader.download_shell(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
nltk.downloader.md5_hexdigest(file),nltk.downloader.md5_hexdigest(file),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"nltk.downloader.unzip(filename, root, verbose=True)","nltk.downloader.unzip(filename, root, verbose=True)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
nltk.downloader.update(),nltk.downloader.update(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
copy(deep=True),copy(deep=True),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
cyclic(),cyclic(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"equal_values(other, check_reentrance=False)","equal_values(other, check_reentrance=False)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
freeze(),freeze(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
frozen(),frozen(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
remove_variables(),remove_variables(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"rename_variables(vars=None, used_vars=(), new_vars=None)","rename_variables(vars=None, used_vars=(), new_vars=None)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
retract_bindings(bindings),retract_bindings(bindings),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
substitute_bindings(bindings),substitute_bindings(bindings),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
subsumes(other),subsumes(other),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"unify(other, bindings=None, trace=False, fail=None, rename_vars=True)","unify(other, bindings=None, trace=False, fail=None, rename_vars=True)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
variables(),variables(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
walk(),walk(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.featstruct.FeatDict(features=None, **morefeatures)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
clear() → None.  Remove all items from D.,,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"get(name_or_path, default=None)","get(name_or_path, default=None)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
has_key(name_or_path),has_key(name_or_path),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"pop(k[, d]) → v, remove specified key and return the corresponding value.",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"popitem(*args, **kwargs)","popitem(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"setdefault(*args, **kwargs)","setdefault(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"update([E, ]**F) → None.  Update D from dict/iterable E and F.",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.featstruct.FeatList(features=()),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"append(*args, **kwargs)","append(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"extend(*args, **kwargs)","extend(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"insert(*args, **kwargs)","insert(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"pop(*args, **kwargs)","pop(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"remove(*args, **kwargs)","remove(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"reverse(*args, **kwargs)","reverse(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"sort(*args, **kwargs)","sort(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"nltk.featstruct.unify(fstruct1, fstruct2, bindings=None, trace=False, fail=None, rename_vars=True, fs_class='default')","nltk.featstruct.unify(fstruct1, fstruct2, bindings=None, trace=False, fail=None, rename_vars=True, fs_class='default')",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"nltk.featstruct.subsumes(fstruct1, fstruct2)","nltk.featstruct.subsumes(fstruct1, fstruct2)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"nltk.featstruct.conflicts(fstruct1, fstruct2, trace=0)","nltk.featstruct.conflicts(fstruct1, fstruct2, trace=0)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.featstruct.Feature(name, default=None, display=None)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"read_value(s, position, reentrances, parser)","read_value(s, position, reentrances, parser)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"unify_base_values(fval1, fval2, bindings)","unify_base_values(fval1, fval2, bindings)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.featstruct.SlashFeature(name, default=None, display=None)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"read_value(s, position, reentrances, parser)","read_value(s, position, reentrances, parser)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.featstruct.RangeFeature(name, default=None, display=None)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
RANGE_RE = re.compile('(-?\\d+):(-?\\d+)'),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"read_value(s, position, reentrances, parser)","read_value(s, position, reentrances, parser)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"unify_base_values(fval1, fval2, bindings)","unify_base_values(fval1, fval2, bindings)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.featstruct.FeatStructReader(features=(*slash*, *type*), fdict_class=, flist_class=, logic_parser=None)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"VALUE_HANDLERS = [('read_fstruct_value', re.compile('\\s*(?:\\((\\d+)\\)\\s*)?(\\??[\\w-]+)?(\\[)')), ('read_var_value', re.compile('\\?[a-zA-Z_][a-zA-Z0-9_]*')), ('read_str_value', re.compile('[uU]?[rR]?([\'""])')), ('read_int_value', re.compile('-?\\d+')), ('read_sym_value', re.compile('[a-zA-Z_][a-zA-Z0-9_]*')), ('read_app_value', re.compile('<(app)\\((\\?[a-z][a-z]*)\\s*,\\s*(\\?[a-z][a-z]*)\\)>')), ('read_logic_value', re.compile('<(.*?)(?')), ('read_set_value', re.compile('{')), ('read_tuple_value', re.compile('\\('))]",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"fromstring(s, fstruct=None)","fromstring(s, fstruct=None)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"read_app_value(s, position, reentrances, match)","read_app_value(s, position, reentrances, match)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"read_fstruct_value(s, position, reentrances, match)","read_fstruct_value(s, position, reentrances, match)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"read_int_value(s, position, reentrances, match)","read_int_value(s, position, reentrances, match)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"read_logic_value(s, position, reentrances, match)","read_logic_value(s, position, reentrances, match)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"read_partial(s, position=0, reentrances=None, fstruct=None)","read_partial(s, position=0, reentrances=None, fstruct=None)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"read_set_value(s, position, reentrances, match)","read_set_value(s, position, reentrances, match)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"read_str_value(s, position, reentrances, match)","read_str_value(s, position, reentrances, match)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"read_sym_value(s, position, reentrances, match)","read_sym_value(s, position, reentrances, match)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"read_tuple_value(s, position, reentrances, match)","read_tuple_value(s, position, reentrances, match)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"read_value(s, position, reentrances)","read_value(s, position, reentrances)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"read_var_value(s, position, reentrances, match)","read_var_value(s, position, reentrances, match)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.grammar.Nonterminal(symbol),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
symbol(),symbol(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
nltk.grammar.nonterminals(symbols),nltk.grammar.nonterminals(symbols),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.grammar.CFG(start, productions, calculate_leftcorners=True)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"classmethod binarize(grammar, padding='@$@')",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
check_coverage(tokens),check_coverage(tokens),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"chomsky_normal_form(new_token_padding='@$@', flexible=False)","chomsky_normal_form(new_token_padding='@$@', flexible=False)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
classmethod eliminate_start(grammar),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"classmethod fromstring(input, encoding=None)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
is_binarised(),is_binarised(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
is_chomsky_normal_form(),is_chomsky_normal_form(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
is_flexible_chomsky_normal_form(),is_flexible_chomsky_normal_form(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"is_leftcorner(cat, left)","is_leftcorner(cat, left)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
is_lexical(),is_lexical(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
is_nonempty(),is_nonempty(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
is_nonlexical(),is_nonlexical(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
leftcorner_parents(cat),leftcorner_parents(cat),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
leftcorners(cat),leftcorners(cat),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
max_len(),max_len(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
min_len(),min_len(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"productions(lhs=None, rhs=None, empty=False)","productions(lhs=None, rhs=None, empty=False)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
classmethod remove_unitary_rules(grammar),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
start(),start(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.grammar.Production(lhs, rhs)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
is_lexical(),is_lexical(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
is_nonlexical(),is_nonlexical(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
lhs(),lhs(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
rhs(),rhs(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.grammar.PCFG(start, productions, calculate_leftcorners=True)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"classmethod fromstring(input, encoding=None)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.grammar.ProbabilisticProduction(lhs, rhs, **prob)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.grammar.DependencyGrammar(productions),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"contains(head, mod)","contains(head, mod)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
classmethod fromstring(input),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.grammar.DependencyProduction(lhs, rhs)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.grammar.ProbabilisticDependencyGrammar(productions, events, tags)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"contains(head, mod)","contains(head, mod)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"nltk.grammar.induce_pcfg(start, productions)","nltk.grammar.induce_pcfg(start, productions)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"nltk.grammar.read_grammar(input, nonterm_parser, probabilistic=False, encoding=None)","nltk.grammar.read_grammar(input, nonterm_parser, probabilistic=False, encoding=None)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
nltk.help.brown_tagset(tagpattern=None),nltk.help.brown_tagset(tagpattern=None),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
nltk.help.claws5_tagset(tagpattern=None),nltk.help.claws5_tagset(tagpattern=None),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
nltk.help.upenn_tagset(tagpattern=None),nltk.help.upenn_tagset(tagpattern=None),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.probability.ConditionalFreqDist(cond_samples=None),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
N(),N(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
conditions(),conditions(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"plot(*args, **kwargs)","plot(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"tabulate(*args, **kwargs)","tabulate(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.probability.ConditionalProbDist(cfdist, probdist_factory, *factory_args, **factory_kw_args)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
conditions(),conditions(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.probability.CrossValidationProbDist(freqdists, bins)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
discount(),discount(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
freqdists(),freqdists(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
prob(sample),prob(sample),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
samples(),samples(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.probability.DictionaryConditionalProbDist(probdist_dict),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.probability.DictionaryProbDist(prob_dict=None, log=False, normalize=False)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
logprob(sample),logprob(sample),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
max(),max(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
prob(sample),prob(sample),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
samples(),samples(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.probability.ELEProbDist(freqdist, bins=None)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.probability.FreqDist(samples=None),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
B(),B(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
N(),N(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"Nr(r, bins=None)","Nr(r, bins=None)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
copy(),copy(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
freq(sample),freq(sample),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
hapaxes(),hapaxes(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
max(),max(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
pformat(maxlen=10),pformat(maxlen=10),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"plot(*args, **kwargs)","plot(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"pprint(maxlen=10, stream=None)","pprint(maxlen=10, stream=None)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
r_Nr(bins=None),r_Nr(bins=None),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"setdefault(key, val)","setdefault(key, val)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"tabulate(*args, **kwargs)","tabulate(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"update(*args, **kwargs)","update(*args, **kwargs)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.probability.SimpleGoodTuringProbDist(freqdist, bins=None)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
check(),check(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
discount(),discount(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"find_best_fit(r, nr)","find_best_fit(r, nr)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
freqdist(),freqdist(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
max(),max(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
prob(sample),prob(sample),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
samples(),samples(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
smoothedNr(r),smoothedNr(r),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.probability.HeldoutProbDist(base_fdist, heldout_fdist, bins=None)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
base_fdist(),base_fdist(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
discount(),discount(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
heldout_fdist(),heldout_fdist(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
max(),max(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
prob(sample),prob(sample),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
samples(),samples(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.probability.ImmutableProbabilisticMixIn(**kwargs),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
set_logprob(prob),set_logprob(prob),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
set_prob(prob),set_prob(prob),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.probability.LaplaceProbDist(freqdist, bins=None)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.probability.LidstoneProbDist(freqdist, gamma, bins=None)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
discount(),discount(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
freqdist(),freqdist(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
max(),max(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
prob(sample),prob(sample),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
samples(),samples(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.probability.MLEProbDist(freqdist, bins=None)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
freqdist(),freqdist(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
max(),max(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
prob(sample),prob(sample),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
samples(),samples(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.probability.MutableProbDist(prob_dist, samples, store_logs=True)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
logprob(sample),logprob(sample),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
max(),max(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
prob(sample),prob(sample),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
samples(),samples(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"update(sample, prob, log=True)","update(sample, prob, log=True)",,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.probability.KneserNeyProbDist(freqdist, bins=None, discount=0.75)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
discount(),discount(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
max(),max(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
prob(trigram),prob(trigram),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
samples(),samples(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
set_discount(discount),set_discount(discount),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
discount(),discount(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
generate(),generate(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
logprob(sample),logprob(sample),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
abstract max(),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
abstract prob(sample),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
abstract samples(),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.probability.ProbabilisticMixIn(**kwargs),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
logprob(),logprob(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
prob(),prob(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
set_logprob(logprob),set_logprob(logprob),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
set_prob(prob),set_prob(prob),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
class nltk.probability.UniformProbDist(samples),,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
max(),max(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
prob(sample),prob(sample),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
samples(),samples(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
"class nltk.probability.WittenBellProbDist(freqdist, bins=None)",,,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
discount(),discount(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
freqdist(),freqdist(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
max(),max(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
prob(sample),prob(sample),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
samples(),samples(),,,https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html
