Example,Signature,Extracted,Linked
"read_fstruct_value(s, position, reentrances, match)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('FeatStructReader.read_fstruct_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_fstruct_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_fstruct_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_fstruct_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})""]",[]
"read_int_value(s, position, reentrances, match)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('FeatStructReader.read_int_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_int_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_int_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_int_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})""]",[]
"read_logic_value(s, position, reentrances, match)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('FeatStructReader.read_logic_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_logic_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_logic_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_logic_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})""]",[]
"read_partial(s, position=0, reentrances=None, fstruct=None)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('FeatStructReader.read_partial', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['s'], 'opt_args': ['fstruct', 'reentrances', 'position']})"", ""('FeatStructReader.read_partial', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['s'], 'opt_args': ['fstruct', 'reentrances', 'position']})"", ""('FeatStructReader.read_partial', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['s'], 'opt_args': ['fstruct', 'reentrances', 'position']})"", ""('FeatStructReader.read_partial', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['s'], 'opt_args': ['fstruct', 'reentrances', 'position']})""]",[]
"read_set_value(s, position, reentrances, match)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('FeatStructReader.read_set_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_set_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_set_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_set_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})""]",[]
"read_str_value(s, position, reentrances, match)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('FeatStructReader.read_str_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_str_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_str_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_str_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})""]",[]
"read_sym_value(s, position, reentrances, match)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('FeatStructReader.read_sym_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_sym_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_sym_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_sym_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})""]",[]
"read_tuple_value(s, position, reentrances, match)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('FeatStructReader.read_tuple_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_tuple_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_tuple_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_tuple_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})""]",[]
"read_value(s, position, reentrances)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""[('Feature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('SlashFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('RangeFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('FeatStructReader.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['reentrances', 'position', 's'], 'opt_args': []})]"", ""[('Feature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('SlashFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('RangeFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('FeatStructReader.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['reentrances', 'position', 's'], 'opt_args': []})]"", ""[('Feature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('SlashFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('RangeFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('FeatStructReader.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['reentrances', 'position', 's'], 'opt_args': []})]"", ""[('Feature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('SlashFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('RangeFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('FeatStructReader.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['reentrances', 'position', 's'], 'opt_args': []})]""]",[]
"read_var_value(s, position, reentrances, match)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('FeatStructReader.read_var_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_var_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_var_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})"", ""('FeatStructReader.read_var_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})""]",[]
"class nltk.featstruct.Feature(name, default=None, display=None)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('Feature.__init__', {'source_file': 'nltk\\\\nltk\\\\tbl\\\\feature.py', 'req_args': ['positions'], 'opt_args': ['end']})"", ""('Feature.__init__', {'source_file': 'nltk\\\\nltk\\\\tbl\\\\feature.py', 'req_args': ['positions'], 'opt_args': ['end']})"", ""('Feature.__init__', {'source_file': 'nltk\\\\nltk\\\\tbl\\\\feature.py', 'req_args': ['positions'], 'opt_args': ['end']})"", ""('Feature.__init__', {'source_file': 'nltk\\\\nltk\\\\tbl\\\\feature.py', 'req_args': ['positions'], 'opt_args': ['end']})""]",[]
"read_value(s, position, reentrances, parser)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""[('Feature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('SlashFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('RangeFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []})]"", ""[('Feature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('SlashFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('RangeFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []})]"", ""[('Feature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('SlashFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('RangeFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []})]"", ""[('Feature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('SlashFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('RangeFeature.read_value', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []})]""]",[]
"unify_base_values(fval1, fval2, bindings)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""[('Feature.unify_base_values', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['bindings', 'fval2', 'fval1'], 'opt_args': []}), ('RangeFeature.unify_base_values', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['bindings', 'fval2', 'fval1'], 'opt_args': []})]"", ""[('Feature.unify_base_values', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['bindings', 'fval2', 'fval1'], 'opt_args': []}), ('RangeFeature.unify_base_values', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['bindings', 'fval2', 'fval1'], 'opt_args': []})]"", ""[('Feature.unify_base_values', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['bindings', 'fval2', 'fval1'], 'opt_args': []}), ('RangeFeature.unify_base_values', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['bindings', 'fval2', 'fval1'], 'opt_args': []})]"", ""[('Feature.unify_base_values', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['bindings', 'fval2', 'fval1'], 'opt_args': []}), ('RangeFeature.unify_base_values', {'source_file': 'nltk\\\\nltk\\\\featstruct.py', 'req_args': ['bindings', 'fval2', 'fval1'], 'opt_args': []})]""]",[]
"class nltk.featstruct.RangeFeature(name, default=None, display=None)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""['RangeFeature.__init__']"", ""['RangeFeature.__init__']"", ""['RangeFeature.__init__']"", ""['RangeFeature.__init__']""]",[]
RANGE_RE = re.compile('(-?\\d+):(-?\\d+)'),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
