Example,Extracted Function,Linked Function,Source File,Matched
"nltk.data.FORMATS = {'cfg': 'A context free grammar.', 'fcfg': 'A feature CFG.', 'fol': 'A list of first order logic expressions, parsed with nltk.sem.logic.Expression.fromstring.', 'json': 'A serialized python object, stored using the json module.', 'logic': 'A list of first order logic expressions, parsed with nltk.sem.logic.LogicParser.  Requires an additional logic_parser parameter', 'pcfg': 'A probabilistic CFG.', 'pickle': 'A serialized python object, stored using the pickle module.', 'raw': 'The raw (byte string) contents of a file.', 'text': 'The raw (unicode string) contents of a file. ', 'val': 'A semantic valuation, parsed by nltk.sem.Valuation.fromstring.', 'yaml': 'A serialized python object, stored using the yaml module.'}","(None, [])",N/A,N/A,False
clear() → None.  Remove all items from D.,"(None, [])",N/A,N/A,False
"update([E, ]**F) → None.  Update D from dict/iterable E and F.","(None, [])",N/A,N/A,False
class nltk.featstruct.FeatList(features=()),"('nltk.featstruct.FeatList', ['features'])","('FeatList.__init__', ['features'])",nltk\nltk\featstruct.py,True
"class nltk.featstruct.FeatStructReader(features=(*slash*, *type*), fdict_class=, flist_class=, logic_parser=None)","(None, [])",N/A,N/A,False
"class nltk.text.ContextIndex(tokens, context_func=None, filter=None, key=>)","(None, [])",N/A,N/A,False
"class nltk.text.ConcordanceIndex(tokens, key=>)","(None, [])",N/A,N/A,False
"nltk.util.binary_search_file(file, key, cache={}, cacheDepth=-1)","('nltk.util.binary_search_file', ['file', 'key', 'cache', 'cacheDepth'])","('nltk.binary_search_file', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['key', 'file'], 'opt_args': ['cacheDepth', 'cache']})",nltk\nltk\util.py,True
"nltk.util.breadth_first(tree, children=, maxdepth=-1)","(None, [])",N/A,N/A,False
"nltk.util.everygrams(sequence, min_len=1, max_len=-1, **kwargs)","('nltk.util.everygrams', ['sequence', 'min_len', 'max_len', 'kwargs'])","('nltk.everygrams', {'source_file': 'nltk\\nltk\\util.py', 'req_args': ['sequence'], 'opt_args': ['pad_right', 'pad_left', 'max_len', 'min_len', 'kwargs']})",nltk\nltk\util.py,True
"nltk.util.ngrams(sequence, n, pad_left=False, pad_right=False, left_pad_symbol=None, right_pad_symbol=None)","('nltk.util.ngrams', ['sequence', 'n', 'pad_left', 'pad_right', 'left_pad_symbol', 'right_pad_symbol'])",N/A,N/A,False
nltk.util.py26(),"(None, [])",N/A,N/A,False
nltk.util.py27(),"(None, [])",N/A,N/A,False
nltk.demo(),"(None, [])",N/A,N/A,False
"def choose(n, k):
    """"""
    This function is a fast way to calculate binomial coefficients, commonly
    known as nCk, i.e. the number of combinations of n things taken k at a time. 
    (https://en.wikipedia.org/wiki/Binomial_coefficient).

        >>> choose(4, 2)
        6
        >>> choose(6, 2)
        15

    :param n: The number of things.
    :type n: int
    :param r: The number of times a thing is taken.
    :type r: int
    """"""
    if 0 <= k <= n:
        ntok, ktok = 1, 1
        for t in range(1, min(k, n - k) + 1):
            ntok *= n
            ktok *= t
            n -= 1
        return ntok // ktok
    else:
        return 0","(None, [])",N/A,N/A,False
"import itertools
def choose(n,k):
    return len(list(itertools.combinations(range(n),k)))","(None, [])",N/A,N/A,False
nltk.translate.ribes_score.choose(),"(None, [])",N/A,N/A,False
