"A projective, rule-based, dependency parser.  A ProjectiveDependencyParser
is created with a DependencyGrammar, a set of productions specifying
word-to-word dependency relations.  The parse() method will then
return the set of all parses, in tree representation, for a given input
sequence of tokens.  Each parse must meet the requirements of the both
the grammar and the projectivity constraint which specifies that the
branches of the dependency tree are not allowed to cross.  Alternatively,
this can be understood as stating that each parent node and its children
in the parse tree form a continuous substring of the input sequence.",,return set in tree representation
"A projective, rule-based, dependency parser.  A ProjectiveDependencyParser
is created with a DependencyGrammar, a set of productions specifying
word-to-word dependency relations.  The parse() method will then
return the set of all parses, in tree representation, for a given input
sequence of tokens.  Each parse must meet the requirements of the both
the grammar and the projectivity constraint which specifies that the
branches of the dependency tree are not allowed to cross.  Alternatively,
this can be understood as stating that each parent node and its children
in the parse tree form a continuous substring of the input sequence.",,return set of parses
"A projective, rule-based, dependency parser.  A ProjectiveDependencyParser
is created with a DependencyGrammar, a set of productions specifying
word-to-word dependency relations.  The parse() method will then
return the set of all parses, in tree representation, for a given input
sequence of tokens.  Each parse must meet the requirements of the both
the grammar and the projectivity constraint which specifies that the
branches of the dependency tree are not allowed to cross.  Alternatively,
this can be understood as stating that each parent node and its children
in the parse tree form a continuous substring of the input sequence.",,return set for given input sequence
"A projective, rule-based, dependency parser.  A ProjectiveDependencyParser
is created with a DependencyGrammar, a set of productions specifying
word-to-word dependency relations.  The parse() method will then
return the set of all parses, in tree representation, for a given input
sequence of tokens.  Each parse must meet the requirements of the both
the grammar and the projectivity constraint which specifies that the
branches of the dependency tree are not allowed to cross.  Alternatively,
this can be understood as stating that each parent node and its children
in the parse tree form a continuous substring of the input sequence.",,specify requirements of grammar
"A projective, rule-based, dependency parser.  A ProjectiveDependencyParser
is created with a DependencyGrammar, a set of productions specifying
word-to-word dependency relations.  The parse() method will then
return the set of all parses, in tree representation, for a given input
sequence of tokens.  Each parse must meet the requirements of the both
the grammar and the projectivity constraint which specifies that the
branches of the dependency tree are not allowed to cross.  Alternatively,
this can be understood as stating that each parent node and its children
in the parse tree form a continuous substring of the input sequence.",,specify requirements of projectivity constraint
"Concatenates the two spans in whichever way possible.  This
includes rightward concatenation (from the leftmost word of the
leftmost span to the rightmost word of the rightmost span) and
leftward concatenation (vice-versa) between adjacent spans.  Unlike
Eisner’s presentation of span concatenation, these spans do not
share or pivot on a particular word/word-index.",,include rightward concatenation between adjacent spans
"Concatenates the two spans in whichever way possible.  This
includes rightward concatenation (from the leftmost word of the
leftmost span to the rightmost word of the rightmost span) and
leftward concatenation (vice-versa) between adjacent spans.  Unlike
Eisner’s presentation of span concatenation, these spans do not
share or pivot on a particular word/word-index.",,include leftward concatenation between adjacent spans
"Performs a projective dependency parse on the list of tokens using
a chart-based, span-concatenation algorithm similar to Eisner (1996).",,use chart-based span-concatenation algorithm similar
"A demonstration showing the creation of a DependencyGrammar
in which a specific number of modifiers is listed for a given
head.  This can further constrain the number of possible parses
created by a ProjectiveDependencyParser.",,show creation of dependencygrammar
"A demonstration showing the creation of a DependencyGrammar
in which a specific number of modifiers is listed for a given
head.  This can further constrain the number of possible parses
created by a ProjectiveDependencyParser.",,list specific number of modifiers
"A demonstration showing the creation of a DependencyGrammar
in which a specific number of modifiers is listed for a given
head.  This can further constrain the number of possible parses
created by a ProjectiveDependencyParser.",,list specific number for given head
"A demonstration showing the creation of a DependencyGrammar
in which a specific number of modifiers is listed for a given
head.  This can further constrain the number of possible parses
created by a ProjectiveDependencyParser.",,list dependencygrammar of modifiers
"A demonstration showing the creation of a DependencyGrammar
in which a specific number of modifiers is listed for a given
head.  This can further constrain the number of possible parses
created by a ProjectiveDependencyParser.",,list dependencygrammar for given head
"A demo showing the training and use of a projective
dependency parser.",,show training of projective dependency parser
"A demo showing the training and use of a projective
dependency parser.",,show use of projective dependency parser
"A demonstration showing the creation and use of a
DependencyGrammar to perform a projective dependency
parse.",,show creation of dependencygrammar
"A demonstration showing the creation and use of a
DependencyGrammar to perform a projective dependency
parse.",,show use of dependencygrammar
"A demonstration showing the creation and use of a
DependencyGrammar to perform a projective dependency
parse.",,perform projective dependency parse
"A simple top-down CFG parser that parses texts by recursively
expanding the fringe of a Tree, and matching it against a
text.",,expand fringe of tree
"A simple top-down CFG parser that parses texts by recursively
expanding the fringe of a Tree, and matching it against a
text.",,match  against text
"RecursiveDescentParser uses a list of tree locations called a
“frontier” to remember which subtrees have not yet been expanded
and which leaves have not yet been matched against the text.  Each
tree location consists of a list of child indices specifying the
path from the root of the tree to a subtree or a leaf; see the
reference documentation for Tree for more information
about tree locations.",,call frontier
"RecursiveDescentParser uses a list of tree locations called a
“frontier” to remember which subtrees have not yet been expanded
and which leaves have not yet been matched against the text.  Each
tree location consists of a list of child indices specifying the
path from the root of the tree to a subtree or a leaf; see the
reference documentation for Tree for more information
about tree locations.",,specify path from root
"RecursiveDescentParser uses a list of tree locations called a
“frontier” to remember which subtrees have not yet been expanded
and which leaves have not yet been matched against the text.  Each
tree location consists of a list of child indices specifying the
path from the root of the tree to a subtree or a leaf; see the
reference documentation for Tree for more information
about tree locations.",,specify path to subtree
"RecursiveDescentParser uses a list of tree locations called a
“frontier” to remember which subtrees have not yet been expanded
and which leaves have not yet been matched against the text.  Each
tree location consists of a list of child indices specifying the
path from the root of the tree to a subtree or a leaf; see the
reference documentation for Tree for more information
about tree locations.",,specify path to leaf
"When the parser begins parsing a text, it constructs a tree
containing only the start symbol, and a frontier containing the
location of the tree’s root node.  It then extends the tree to
cover the text, using the following recursive procedure:",,extend tree
"When the parser begins parsing a text, it constructs a tree
containing only the start symbol, and a frontier containing the
location of the tree’s root node.  It then extends the tree to
cover the text, using the following recursive procedure:",,use following recursive procedure
"If the frontier is empty, and the text is covered by the tree,
then return the tree as a possible parse.",,return tree as possible parse
"If the frontier is empty, and the text is not covered by the
tree, then return no parses.",,return parses
"If the first element of the frontier is a subtree, then
use CFG productions to “expand” it.  For each applicable
production, add the expanded subtree’s children to the
frontier, and recursively find all parses that can be
generated by the new tree and frontier.",,add children for applicable production
"If the first element of the frontier is a subtree, then
use CFG productions to “expand” it.  For each applicable
production, add the expanded subtree’s children to the
frontier, and recursively find all parses that can be
generated by the new tree and frontier.",,add children to frontier
"If the first element of the frontier is a subtree, then
use CFG productions to “expand” it.  For each applicable
production, add the expanded subtree’s children to the
frontier, and recursively find all parses that can be
generated by the new tree and frontier.",,find parses
"If the first element of the frontier is a subtree, then
use CFG productions to “expand” it.  For each applicable
production, add the expanded subtree’s children to the
frontier, and recursively find all parses that can be
generated by the new tree and frontier.",,generate parses
"If the first element of the frontier is a token, then “match”
it against the next token from the text.  Remove the token
from the frontier, and recursively find all parses that can be
generated by the new tree and frontier.",,match  against next token
"If the first element of the frontier is a token, then “match”
it against the next token from the text.  Remove the token
from the frontier, and recursively find all parses that can be
generated by the new tree and frontier.",,remove  from frontier
"If the first element of the frontier is a token, then “match”
it against the next token from the text.  Remove the token
from the frontier, and recursively find all parses that can be
generated by the new tree and frontier.",,find parses
"If the first element of the frontier is a token, then “match”
it against the next token from the text.  Remove the token
from the frontier, and recursively find all parses that can be
generated by the new tree and frontier.",,generate parses
The grammar used by this parser.,,use  by parser
"Set the level of tracing output that should be generated when
parsing a text.",,set level of tracing
"Set the level of tracing output that should be generated when
parsing a text.",,generate output
"trace (int) – The trace level.  A trace level of 0 will
generate no tracing output; and higher trace levels will
produce more verbose tracing output.",,generate tracing output
"trace (int) – The trace level.  A trace level of 0 will
generate no tracing output; and higher trace levels will
produce more verbose tracing output.",,produce more verbose
"A RecursiveDescentParser that allows you to step through the
parsing process, performing a single operation at a time.",,perform single operation at time
"The initialize method is used to start parsing a text.
expand expands the first element on the frontier using a single
CFG production, and match matches the first element on the
frontier against the next text token. backtrack undoes the most
recent expand or match operation.  step performs a single
expand, match, or backtrack operation.  parses returns the set
of parses that have been found by the parser.",,use initialize method
"The initialize method is used to start parsing a text.
expand expands the first element on the frontier using a single
CFG production, and match matches the first element on the
frontier against the next text token. backtrack undoes the most
recent expand or match operation.  step performs a single
expand, match, or backtrack operation.  parses returns the set
of parses that have been found by the parser.",,expand first element on frontier
"The initialize method is used to start parsing a text.
expand expands the first element on the frontier using a single
CFG production, and match matches the first element on the
frontier against the next text token. backtrack undoes the most
recent expand or match operation.  step performs a single
expand, match, or backtrack operation.  parses returns the set
of parses that have been found by the parser.",,use single cfg production
"The initialize method is used to start parsing a text.
expand expands the first element on the frontier using a single
CFG production, and match matches the first element on the
frontier against the next text token. backtrack undoes the most
recent expand or match operation.  step performs a single
expand, match, or backtrack operation.  parses returns the set
of parses that have been found by the parser.",,match first element on frontier
"The initialize method is used to start parsing a text.
expand expands the first element on the frontier using a single
CFG production, and match matches the first element on the
frontier against the next text token. backtrack undoes the most
recent expand or match operation.  step performs a single
expand, match, or backtrack operation.  parses returns the set
of parses that have been found by the parser.",,expand operation
"The initialize method is used to start parsing a text.
expand expands the first element on the frontier using a single
CFG production, and match matches the first element on the
frontier against the next text token. backtrack undoes the most
recent expand or match operation.  step performs a single
expand, match, or backtrack operation.  parses returns the set
of parses that have been found by the parser.",,match operation
"The initialize method is used to start parsing a text.
expand expands the first element on the frontier using a single
CFG production, and match matches the first element on the
frontier against the next text token. backtrack undoes the most
recent expand or match operation.  step performs a single
expand, match, or backtrack operation.  parses returns the set
of parses that have been found by the parser.",,perform single expand
"The initialize method is used to start parsing a text.
expand expands the first element on the frontier using a single
CFG production, and match matches the first element on the
frontier against the next text token. backtrack undoes the most
recent expand or match operation.  step performs a single
expand, match, or backtrack operation.  parses returns the set
of parses that have been found by the parser.",,perform match
"The initialize method is used to start parsing a text.
expand expands the first element on the frontier using a single
CFG production, and match matches the first element on the
frontier against the next text token. backtrack undoes the most
recent expand or match operation.  step performs a single
expand, match, or backtrack operation.  parses returns the set
of parses that have been found by the parser.",,perform backtrack operation
"The initialize method is used to start parsing a text.
expand expands the first element on the frontier using a single
CFG production, and match matches the first element on the
frontier against the next text token. backtrack undoes the most
recent expand or match operation.  step performs a single
expand, match, or backtrack operation.  parses returns the set
of parses that have been found by the parser.",,return set of parses
"The initialize method is used to start parsing a text.
expand expands the first element on the frontier using a single
CFG production, and match matches the first element on the
frontier against the next text token. backtrack undoes the most
recent expand or match operation.  step performs a single
expand, match, or backtrack operation.  parses returns the set
of parses that have been found by the parser.",,find parses
"_history – A list of (rtext, tree, frontier) tripples,
containing the previous states of the parser.  This history is
used to implement the backtrack operation.",,implement backtrack operation
"_history – A list of (rtext, tree, frontier) tripples,
containing the previous states of the parser.  This history is
used to implement the backtrack operation.",,use history
"_tried_e – A record of all productions that have been tried
for a given tree.  This record is used by expand to perform
the next untried production.",,perform next untried production
"_tried_e – A record of all productions that have been tried
for a given tree.  This record is used by expand to perform
the next untried production.",,use record
"_tried_m – A record of what tokens have been matched for a
given tree.  This record is used by step to decide whether
or not to match a token.",,match tokens for given tree
"_tried_m – A record of what tokens have been matched for a
given tree.  This record is used by step to decide whether
or not to match a token.",,use record
"Return the parser to its state before the most recent
match or expand operation.  Calling undo repeatedly return
the parser to successively earlier states.  If no match or
expand operations have been performed, undo will make no
changes.",,return parser before most recent match
"Return the parser to its state before the most recent
match or expand operation.  Calling undo repeatedly return
the parser to successively earlier states.  If no match or
expand operations have been performed, undo will make no
changes.",,return parser to state
"Return the parser to its state before the most recent
match or expand operation.  Calling undo repeatedly return
the parser to successively earlier states.  If no match or
expand operations have been performed, undo will make no
changes.",,expand operation
"Return the parser to its state before the most recent
match or expand operation.  Calling undo repeatedly return
the parser to successively earlier states.  If no match or
expand operations have been performed, undo will make no
changes.",,perform match expand operations
"Expand the first element of the frontier.  In particular, if
the first element of the frontier is a subtree whose node type
is equal to production’s left hand side, then add a child
to that subtree for each element of production’s right hand
side.  If production is not specified, then use the first
untried expandable production.  If all expandable productions
have been tried, do nothing.",,expand first element of frontier
"Expand the first element of the frontier.  In particular, if
the first element of the frontier is a subtree whose node type
is equal to production’s left hand side, then add a child
to that subtree for each element of production’s right hand
side.  If production is not specified, then use the first
untried expandable production.  If all expandable productions
have been tried, do nothing.",,add child to subtree
"Expand the first element of the frontier.  In particular, if
the first element of the frontier is a subtree whose node type
is equal to production’s left hand side, then add a child
to that subtree for each element of production’s right hand
side.  If production is not specified, then use the first
untried expandable production.  If all expandable productions
have been tried, do nothing.",,use first untried expandable production
"The production used to expand the frontier, if an
expansion was performed.  If no expansion was performed,
return None.",,expand frontier
"The production used to expand the frontier, if an
expansion was performed.  If no expansion was performed,
return None.",,perform expansion
"The production used to expand the frontier, if an
expansion was performed.  If no expansion was performed,
return None.",,return none
"The production used to expand the frontier, if an
expansion was performed.  If no expansion was performed,
return None.",,perform expansion
"Start parsing a given text.  This sets the parser’s tree to
the start symbol, its frontier to the root node, and its
remaining text to token['SUBTOKENS'].",,set tree to start symbol
"Start parsing a given text.  This sets the parser’s tree to
the start symbol, its frontier to the root node, and its
remaining text to token['SUBTOKENS'].",,set tree to ]
"Start parsing a given text.  This sets the parser’s tree to
the start symbol, its frontier to the root node, and its
remaining text to token['SUBTOKENS'].",,set tree to root node
"Start parsing a given text.  This sets the parser’s tree to
the start symbol, its frontier to the root node, and its
remaining text to token['SUBTOKENS'].",,set remaining text to start symbol
"Start parsing a given text.  This sets the parser’s tree to
the start symbol, its frontier to the root node, and its
remaining text to token['SUBTOKENS'].",,set remaining text to ]
"Start parsing a given text.  This sets the parser’s tree to
the start symbol, its frontier to the root node, and its
remaining text to token['SUBTOKENS'].",,set remaining text to root node
"Start parsing a given text.  This sets the parser’s tree to
the start symbol, its frontier to the root node, and its
remaining text to token['SUBTOKENS'].",,set frontier to start symbol
"Start parsing a given text.  This sets the parser’s tree to
the start symbol, its frontier to the root node, and its
remaining text to token['SUBTOKENS'].",,set frontier to ]
"Start parsing a given text.  This sets the parser’s tree to
the start symbol, its frontier to the root node, and its
remaining text to token['SUBTOKENS'].",,set frontier to root node
"The token matched, if a match operation was
performed.  If no match was performed, return None",,perform match operation
"The token matched, if a match operation was
performed.  If no match was performed, return None",,return none
"The token matched, if a match operation was
performed.  If no match was performed, return None",,perform match
"An iterator of the parses that have been found by this
parser so far.",,find parses
"Perform a single parsing operation.  If an untried match is
possible, then perform the match, and return the matched
token.  If an untried expansion is possible, then perform the
expansion, and return the production that it is based on.  If
backtracking is possible, then backtrack, and return True.
Otherwise, return None.",,perform single parsing operation
"Perform a single parsing operation.  If an untried match is
possible, then perform the match, and return the matched
token.  If an untried expansion is possible, then perform the
expansion, and return the production that it is based on.  If
backtracking is possible, then backtrack, and return True.
Otherwise, return None.",,perform match
"Perform a single parsing operation.  If an untried match is
possible, then perform the match, and return the matched
token.  If an untried expansion is possible, then perform the
expansion, and return the production that it is based on.  If
backtracking is possible, then backtrack, and return True.
Otherwise, return None.",,return matched token
"Perform a single parsing operation.  If an untried match is
possible, then perform the match, and return the matched
token.  If an untried expansion is possible, then perform the
expansion, and return the production that it is based on.  If
backtracking is possible, then backtrack, and return True.
Otherwise, return None.",,perform expansion
"Perform a single parsing operation.  If an untried match is
possible, then perform the match, and return the matched
token.  If an untried expansion is possible, then perform the
expansion, and return the production that it is based on.  If
backtracking is possible, then backtrack, and return True.
Otherwise, return None.",,return production
"Perform a single parsing operation.  If an untried match is
possible, then perform the match, and return the matched
token.  If an untried expansion is possible, then perform the
expansion, and return the production that it is based on.  If
backtracking is possible, then backtrack, and return True.
Otherwise, return None.",,return none
"None if no operation was performed; a token if a match
was performed; a production if an expansion was performed;
and True if a backtrack operation was performed.",,perform operation
"None if no operation was performed; a token if a match
was performed; a production if an expansion was performed;
and True if a backtrack operation was performed.",,perform match
"None if no operation was performed; a token if a match
was performed; a production if an expansion was performed;
and True if a backtrack operation was performed.",,perform expansion
"None if no operation was performed; a token if a match
was performed; a production if an expansion was performed;
and True if a backtrack operation was performed.",,perform backtrack operation
"A partial structure for the text that is
currently being parsed.  The elements specified by the
frontier have not yet been expanded or matched.",,match elements
"A simple bottom-up CFG parser that uses two operations, “shift”
and “reduce”, to find a single parse for a text.",,use operations
"A simple bottom-up CFG parser that uses two operations, “shift”
and “reduce”, to find a single parse for a text.",,use simple bottom-up cfg parser
"A simple bottom-up CFG parser that uses two operations, “shift”
and “reduce”, to find a single parse for a text.",,find single parse for text
"ShiftReduceParser maintains a stack, which records the
structure of a portion of the text.  This stack is a list of
strings and Trees that collectively cover a portion of
the text.  For example, while parsing the sentence “the dog saw
the man” with a typical grammar, ShiftReduceParser will produce
the following stack, which covers “the dog saw”:",,produce following stack
"ShiftReduceParser attempts to extend the stack to cover the
entire text, and to combine the stack elements into a single tree,
producing a complete parse for the sentence.",,extend stack
"ShiftReduceParser attempts to extend the stack to cover the
entire text, and to combine the stack elements into a single tree,
producing a complete parse for the sentence.",,combine stack elements into single tree
"ShiftReduceParser attempts to extend the stack to cover the
entire text, and to combine the stack elements into a single tree,
producing a complete parse for the sentence.",,produce complete parse for sentence
"Initially, the stack is empty.  It is extended to cover the text,
from left to right, by repeatedly applying two operations:",,apply operations
"“shift” moves a token from the beginning of the text to the
end of the stack.",,move  from beginning
"Often, more than one operation can be performed on a given stack.
In this case, ShiftReduceParser uses the following heuristics
to decide which operation to perform:",,perform operation on given stack
"Often, more than one operation can be performed on a given stack.
In this case, ShiftReduceParser uses the following heuristics
to decide which operation to perform:",,use  in case
"If multiple reductions are available, then apply the reduction
whose CFG production is listed earliest in the grammar.",,apply reduction
"If multiple reductions are available, then apply the reduction
whose CFG production is listed earliest in the grammar.",,list cfg production
"Note that these heuristics are not guaranteed to choose an
operation that leads to a parse of the text.  Also, if multiple
parses exists, ShiftReduceParser will return at most one of
them.",,choose operation
The grammar used by this parser.,,use  by parser
"Set the level of tracing output that should be generated when
parsing a text.",,set level of tracing
"Set the level of tracing output that should be generated when
parsing a text.",,generate output
"trace (int) – The trace level.  A trace level of 0 will
generate no tracing output; and higher trace levels will
produce more verbose tracing output.",,generate tracing output
"trace (int) – The trace level.  A trace level of 0 will
generate no tracing output; and higher trace levels will
produce more verbose tracing output.",,produce more verbose
"A ShiftReduceParser that allows you to setp through the parsing
process, performing a single operation at a time.  It also allows
you to change the parser’s grammar midway through parsing a text.",,perform single operation at time
"A ShiftReduceParser that allows you to setp through the parsing
process, performing a single operation at a time.  It also allows
you to change the parser’s grammar midway through parsing a text.",,change grammar
"The initialize method is used to start parsing a text.
shift performs a single shift operation, and reduce performs
a single reduce operation.  step will perform a single reduce
operation if possible; otherwise, it will perform a single shift
operation.  parses returns the set of parses that have been
found by the parser.",,use initialize method
"The initialize method is used to start parsing a text.
shift performs a single shift operation, and reduce performs
a single reduce operation.  step will perform a single reduce
operation if possible; otherwise, it will perform a single shift
operation.  parses returns the set of parses that have been
found by the parser.",,perform single shift operation
"The initialize method is used to start parsing a text.
shift performs a single shift operation, and reduce performs
a single reduce operation.  step will perform a single reduce
operation if possible; otherwise, it will perform a single shift
operation.  parses returns the set of parses that have been
found by the parser.",,perform single shift operation
"The initialize method is used to start parsing a text.
shift performs a single shift operation, and reduce performs
a single reduce operation.  step will perform a single reduce
operation if possible; otherwise, it will perform a single shift
operation.  parses returns the set of parses that have been
found by the parser.",,perform single shift operation
"The initialize method is used to start parsing a text.
shift performs a single shift operation, and reduce performs
a single reduce operation.  step will perform a single reduce
operation if possible; otherwise, it will perform a single shift
operation.  parses returns the set of parses that have been
found by the parser.",,return set of parses
"The initialize method is used to start parsing a text.
shift performs a single shift operation, and reduce performs
a single reduce operation.  step will perform a single reduce
operation if possible; otherwise, it will perform a single shift
operation.  parses returns the set of parses that have been
found by the parser.",,find parses
"_history – A list of (stack, remaining_text) pairs,
containing all of the previous states of the parser.  This
history is used to implement the undo operation.",,implement undo operation
"_history – A list of (stack, remaining_text) pairs,
containing all of the previous states of the parser.  This
history is used to implement the undo operation.",,use history
"Start parsing a given text.  This sets the parser’s stack to
[] and sets its remaining text to tokens.",,set stack
"Start parsing a given text.  This sets the parser’s stack to
[] and sets its remaining text to tokens.",,set remaining text to tokens
"An iterator of the parses that have been found by this
parser so far.",,find parses
"Use production to combine the rightmost stack elements into
a single Tree.  If production does not match the
rightmost stack elements, then do nothing.",,use production
"The production used to reduce the stack, if a
reduction was performed.  If no reduction was performed,
return None.",,perform reduction
"The production used to reduce the stack, if a
reduction was performed.  If no reduction was performed,
return None.",,return none
"The production used to reduce the stack, if a
reduction was performed.  If no reduction was performed,
return None.",,perform reduction
"Move a token from the beginning of the remaining text to the
end of the stack.  If there are no more tokens in the
remaining text, then do nothing.",,move  from beginning
"Perform a single parsing operation.  If a reduction is
possible, then perform that reduction, and return the
production that it is based on.  Otherwise, if a shift is
possible, then perform it, and return True.  Otherwise,
return False.",,perform single parsing operation
"Perform a single parsing operation.  If a reduction is
possible, then perform that reduction, and return the
production that it is based on.  Otherwise, if a shift is
possible, then perform it, and return True.  Otherwise,
return False.",,perform reduction
"Perform a single parsing operation.  If a reduction is
possible, then perform that reduction, and return the
production that it is based on.  Otherwise, if a shift is
possible, then perform it, and return True.  Otherwise,
return False.",,return production
"Perform a single parsing operation.  If a reduction is
possible, then perform that reduction, and return the
production that it is based on.  Otherwise, if a shift is
possible, then perform it, and return True.  Otherwise,
return False.",,return false
"False if no operation was performed; True if a shift was
performed; and the CFG production used to reduce if a
reduction was performed.",,perform operation
"False if no operation was performed; True if a shift was
performed; and the CFG production used to reduce if a
reduction was performed.",,perform shift
"False if no operation was performed; True if a shift was
performed; and the CFG production used to reduce if a
reduction was performed.",,perform reduction
"Return the parser to its state before the most recent
shift or reduce operation.  Calling undo repeatedly return
the parser to successively earlier states.  If no shift or
reduce operations have been performed, undo will make no
changes.",,return parser before most recent shift
"Return the parser to its state before the most recent
shift or reduce operation.  Calling undo repeatedly return
the parser to successively earlier states.  If no shift or
reduce operations have been performed, undo will make no
changes.",,return parser to state
"Use StanfordParser to parse multiple sentences. Takes multiple sentences as a
list where each sentence is a list of words.
Each sentence will be automatically tagged with this StanfordParser instance’s
tagger.
If whitespaces exists inside a token, then the token will be treated as
separate tokens.",,use stanfordparser
"Use StanfordParser to parse a sentence. Takes a sentence as a string;
before parsing, it will be automatically tokenized and tagged by
the Stanford Parser.",,use stanfordparser
"Use StanfordParser to parse multiple sentences. Takes multiple sentences as a
list of strings.
Each sentence will be automatically tokenized and tagged by the Stanford Parser.",,use stanfordparser
"Use StanfordParser to parse a sentence. Takes a sentence as a list of
(word, tag) tuples; the sentence must have already been tokenized and
tagged.",,use stanfordparser
"Use StanfordParser to parse multiple sentences. Takes multiple sentences
where each sentence is a list of (word, tag) tuples.
The sentences must have already been tokenized and tagged.",,use stanfordparser
"Currently unimplemented because the neural dependency parser (and
the StanfordCoreNLP pipeline class) doesn’t support passing in pre-
tagged tokens.",,pass  in pre
"Class for holding configuration which is the partial analysis of the input sentence.
The transition based parser aims at finding set of operators that transfer the initial
configuration to the terminal configuration.",,find set of operators
Buffer: for storing remaining input words,,store remaining input words
This class also provides a method to represent a configuration as list of features.,,provide method
"Extract the set of features for the current configuration. Implement standard features as describe in
Table 3.2 (page 31) in Dependency Parsing book by Sandra Kubler, Ryan McDonal, Joakim Nivre.
Please note that these features are very basic.
:return: list(str)",,describe  in table
"Extract the set of features for the current configuration. Implement standard features as describe in
Table 3.2 (page 31) in Dependency Parsing book by Sandra Kubler, Ryan McDonal, Joakim Nivre.
Please note that these features are very basic.
:return: list(str)",,describe  in dependency parsing book
"This class defines a set of transition which is applied to a configuration to get another configuration
Note that for different parsing algorithm, the transition is different.",,define set of transition
"This class defines a set of transition which is applied to a configuration to get another configuration
Note that for different parsing algorithm, the transition is different.",,get configuration note
"This class defines a set of transition which is applied to a configuration to get another configuration
Note that for different parsing algorithm, the transition is different.",,apply set of transition
"This class defines a set of transition which is applied to a configuration to get another configuration
Note that for different parsing algorithm, the transition is different.",,apply set to configuration
Class for transition based parser. Implement 2 algorithms which are “arc-standard” and “arc-eager”,,implement algorithms
":param depgraphs : list of DependencyGraph as the training data
:type depgraphs : DependencyGraph
:param modelfile : file name to save the trained model
:type modelfile : str",,save trained model
"###################### Check The Transition #######################
Check the Initialized Configuration
>>> print(conf)
Stack : [0]  Buffer : [1, 2, 3, 4, 5, 6, 7, 8, 9]   Arcs : []",,check transition #######################
"###################### Check The Transition #######################
Check the Initialized Configuration
>>> print(conf)
Stack : [0]  Buffer : [1, 2, 3, 4, 5, 6, 7, 8, 9]   Arcs : []",,check initialized
"A. Check the ARC-STANDARD training
>>> import tempfile
>>> import os
>>> input_file = tempfile.NamedTemporaryFile(prefix=’transition_parse.train’, dir=tempfile.gettempdir(), delete=False)",,check arc-standard training
Check the ARC-EAGER training,,check arc-eager training
Check the ARC-STANDARD parser,,check arc-standard parser
Unit tests for  CFG.,,test  for cfg
"The result information is followed by a colon, and then the sentence.
Empty lines and lines beginning with a comment char are ignored.",,ignore empty lines
"The result information is followed by a colon, and then the sentence.
Empty lines and lines beginning with a comment char are ignored.",,ignore lines
"Load a grammar from a file, and build a parser based on that grammar.
The parser depends on the grammar format, and might also depend
on properties of the grammar itself.",,load grammar from file
"grammar_url (str) – A URL specifying where the grammar is located.
The default protocol is ""nltk:"", which searches for the file
in the the NLTK data package.",,locate grammar
"grammar_url (str) – A URL specifying where the grammar is located.
The default protocol is ""nltk:"", which searches for the file
in the the NLTK data package.",,"search "" for file"
"trace (int) – The level of tracing that should be used when
parsing a text.  0 will generate no tracing output;
and higher numbers will produce more verbose tracing output.",,generate tracing output
"trace (int) – The level of tracing that should be used when
parsing a text.  0 will generate no tracing output;
and higher numbers will produce more verbose tracing output.",,produce more verbose
"parser – The class used for parsing; should be ChartParser
or a subclass.
If None, the class depends on the grammar format.",,use  for parsing
"chart_class – The class used for storing the chart;
should be Chart or a subclass.
Only used for CFGs and feature CFGs.
If None, the chart class depends on the grammar format.",,store chart
"chart_class – The class used for storing the chart;
should be Chart or a subclass.
Only used for CFGs and feature CFGs.
If None, the chart class depends on the grammar format.",,use  for storing
"chart_class – The class used for storing the chart;
should be Chart or a subclass.
Only used for CFGs and feature CFGs.
If None, the chart class depends on the grammar format.",,use  for cfgs
"chart_class – The class used for storing the chart;
should be Chart or a subclass.
Only used for CFGs and feature CFGs.
If None, the chart class depends on the grammar format.",,use  for feature
"beam_size (int) – The maximum length for the parser’s edge queue.
Only used for probabilistic CFGs.",,use  for probabilistic cfgs
"load_args – Keyword parameters used when loading the grammar.
See data.load for more information.",,load grammar
"A module to convert the a POS tagged document stream
(i.e. list of list of tuples, a list of sentences) and yield lines
in CONLL format. This module yields one line per word and two newlines
for end of sentence.",,convert pos
"A bottom-up PCFG parser that uses dynamic programming to find
the single most likely parse for a text.  The ViterbiParser parser
parses texts by filling in a “most likely constituent table”.
This table records the most probable tree representation for any
given span and node value.  In particular, it has an entry for
every start index, end index, and node value, recording the most
likely subtree that spans from the start index to the end index,
and has the given node value.",,use dynamic programming
"A bottom-up PCFG parser that uses dynamic programming to find
the single most likely parse for a text.  The ViterbiParser parser
parses texts by filling in a “most likely constituent table”.
This table records the most probable tree representation for any
given span and node value.  In particular, it has an entry for
every start index, end index, and node value, recording the most
likely subtree that spans from the start index to the end index,
and has the given node value.",,find single likely parse for text
"A bottom-up PCFG parser that uses dynamic programming to find
the single most likely parse for a text.  The ViterbiParser parser
parses texts by filling in a “most likely constituent table”.
This table records the most probable tree representation for any
given span and node value.  In particular, it has an entry for
every start index, end index, and node value, recording the most
likely subtree that spans from the start index to the end index,
and has the given node value.",,fill  in likely constituent table
